Order ID,Customer ID,Customer Name,Order Date,Ship Date,Ship Mode,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4601367303719,3133839e-2e7d-452b-b85b-8a078b0ea0b9,Vickie Kennedy,2024-08-27,2024-09-01,Second Class,Sharonburgh,South Dakota,95952,West,Office Supplies,Phones,Balanced value-added neural-net,1061.85,2,0.17,832.97594427929
4350313650246,7b31dcdc-40d9-4a8e-9f44-aa88855b6c5b,Jennifer Sanchez,2021-12-08,2021-12-18,Same Day,Barkerberg,Mississippi,12229,South,Office Supplies,Bookcases,Fully-configurable cohesive methodology,1228.36,3,0.32,796.5319289953533
0052812735854,56a2d49d-9e5f-4273-af9a-116817661795,Jessica Lee,2024-09-08,2024-09-09,Second Class,Howardberg,Kentucky,05676,East,Technology,Bookcases,Pre-emptive tertiary intranet,1406.31,5,0.1,1226.562368167797
7392855749825,b271115b-8af0-4ec3-8b72-6a7c8f1c3fa0,Christopher Phillips,2022-11-17,2022-11-20,Same Day,Shawnhaven,Missouri,96662,West,Office Supplies,Binders,Enterprise-wide 3rdgeneration process improvement,432.8,3,0.25,300.8740812995954
3518638782948,9ec5405d-c6a9-4598-9d34-0833db592a19,Martin Rodriguez,2023-12-25,2024-01-04,Same Day,North Maryberg,Idaho,04600,South,Furniture,Phones,Exclusive bi-directional matrix,1774.25,4,0.35,1124.0251730560021
6789940539101,922ddab6-0825-4b39-9947-ea42310dc9d1,Christine Henry,2022-02-05,2022-02-09,Same Day,Owenton,Mississippi,73641,South,Office Supplies,Bookcases,User-friendly intangible hub,427.38,1,0.17,328.29509387894586
9480141381137,d2da43ec-0eec-4013-b55b-eaaacb53f0be,Chelsey Fox,2022-10-25,2022-10-28,Standard Class,New Kara,Nebraska,98294,Central,Technology,Tables,Customer-focused zero administration productivity,1083.7,5,0.12,931.519733329665
6122868528978,756eb67d-acab-4b69-9ba3-7cb59399ad15,Stephanie Pierce,2023-02-20,2023-03-02,Same Day,Robertchester,Washington,42896,South,Technology,Bookcases,Robust disintermediate open system,1499.3,10,0.41,841.8827616651544
8457760049084,c4057420-6004-4231-b6c3-fe858bae295e,Steve Smith,2022-09-13,2022-09-16,First Class,Port Leslie,Wyoming,90903,West,Technology,Bookcases,Grass-roots neutral migration,1539.14,5,0.36,959.0279706363357
2107522459335,9255273f-ed09-40f7-9217-4fb08e6b3085,Eric Duncan,2024-03-06,2024-03-14,Same Day,Lake Chris,Massachusetts,63747,South,Technology,Bookcases,Enhanced mobile solution,606.52,9,0.11,520.8744615991577
1940961055666,e85c1ec9-d1cb-4092-9383-f86db3edd6ed,Barbara Townsend,2024-07-14,2024-07-23,Standard Class,Lake Kimberlyfurt,Arkansas,40449,Central,Technology,Bookcases,Progressive 6thgeneration functionalities,704.44,9,0.35,428.4575063949145
8320679981366,53ab3cce-264a-404f-909e-21ba8a38d5aa,James Anderson,2022-02-09,2022-02-14,Second Class,Duncanton,Oklahoma,52823,West,Technology,Binders,Fundamental attitude-oriented initiative,1827.78,8,0.34,1181.7910993077899
2278376938984,b2a7a475-c619-4773-af3a-cf3380777ac5,Benjamin Frank,2023-02-18,2023-02-23,Second Class,North Emilychester,Mississippi,46154,Central,Office Supplies,Tables,Ergonomic fresh-thinking hardware,794.71,9,0.24,598.7315676435279
4259792703354,c509d558-0632-4b36-a7c8-f0c59808552c,Nicholas Miller,2021-12-27,2021-12-30,Standard Class,New Sara,Maine,02301,West,Technology,Phones,Mandatory system-worthy website,1699.46,5,0.39,1006.5753458283044
0538338848792,789fed96-7337-4c2f-8e1c-37621c7cb6ed,Brenda Hale,2021-11-01,2021-11-06,Same Day,Aguilarhaven,Arizona,33984,East,Furniture,Chairs,Down-sized analyzing forecast,1579.6,2,0.06,1456.1727371601128
4070164510468,9e32f085-b24f-42b9-8a08-41de3360d115,James Bray,2022-03-07,2022-03-12,Second Class,Toddside,Colorado,24935,West,Technology,Binders,Exclusive motivating knowledgebase,913.64,8,0.02,865.0786358453128
0384576205558,05804493-b664-4199-ad25-459e8f8937fa,Cynthia Good,2023-11-21,2023-11-23,Same Day,Lisaview,Missouri,04363,East,Furniture,Phones,Realigned even-keeled definition,178.05,2,0.38,97.03198272462582
2168936392649,6491982b-e5ad-481d-977f-4c1626d658fb,Erin Daniels,2022-08-21,2022-08-29,Standard Class,New Amber,Illinois,18603,East,Furniture,Bookcases,Integrated system-worthy strategy,616.67,9,0.07,533.3567699376094
6292518812525,229fe85b-e8d9-4a20-8618-1db2e60d7a94,Pamela Beard,2023-07-09,2023-07-17,Standard Class,Turnerview,Georgia,25133,South,Technology,Phones,Customer-focused clear-thinking contingency,1298.42,8,0.18,1039.4183790350362
9499939330516,9caad37c-fc67-45e2-832f-c21b06b4ed27,Karen Shaw,2024-04-30,2024-05-03,First Class,Josephstad,Idaho,51286,East,Office Supplies,Binders,Pre-emptive methodical challenge,1083.79,5,0.24,800.6187312334936
6046333127971,08403234-39ed-4800-b179-79f929ede760,Sharon Clay,2023-07-30,2023-07-31,Same Day,Parsonsfurt,Washington,41513,West,Furniture,Tables,Object-based reciprocal synergy,807.7,10,0.33,529.6268597033246
0817703886080,8675820e-8941-4dd3-9803-a82e926a4bd0,Phillip Estes,2022-07-25,2022-07-27,Second Class,Scottport,Wyoming,37976,Central,Technology,Chairs,Persistent composite interface,1549.32,1,0.25,1152.4848587639963
8277181298263,0df6c527-eb45-4c38-9cf6-5e334b5f174b,Jerry White,2024-04-08,2024-04-17,Same Day,South Christopher,Massachusetts,91165,West,Office Supplies,Bookcases,Streamlined transitional utilization,1723.09,6,0.2,1345.7648047963887
1175186892684,1fa09802-bbb7-4494-b7e7-67d429fb832c,Randy Barr,2024-02-29,2024-03-04,Standard Class,East Misty,Idaho,93830,West,Technology,Tables,Business-focused intangible function,1178.13,5,0.1,1033.7525465493575
7421230940776,f601e005-c4c4-469f-baeb-e15d4f3c9771,Kimberly Smith,2023-11-09,2023-11-19,Second Class,East Brianna,New Mexico,59973,West,Technology,Phones,Open-source leadingedge artificial intelligence,251.45,3,0.45,125.80044013045875
8498302205025,3ea585a9-01ae-4505-99a0-4abb99e95433,Mary Massey,2023-01-10,2023-01-17,First Class,Samanthaton,Connecticut,55152,South,Furniture,Binders,Enhanced cohesive service-desk,226.68,5,0.17,158.0008681987226
9982795014558,b107094e-a932-4ae1-9c70-60da48cd29c5,Samantha Chang,2024-02-06,2024-02-15,Standard Class,West Thomasville,Vermont,36469,South,Technology,Phones,Managed multi-tasking installation,355.26,7,0.27,231.44943498058973
9019817946952,35845d71-b221-41c5-b5b8-6d0a864f36dd,Kenneth Hanson,2022-04-23,2022-04-24,Standard Class,Stonefort,New York,24081,East,Technology,Tables,Seamless discrete strategy,1133.84,2,0.08,1030.448305074281
1071396605581,00679b62-318c-4979-bab0-a15d4a5d6cea,Christy Davidson,2024-09-09,2024-09-18,Same Day,Jonathanland,Maryland,39859,South,Furniture,Chairs,Profit-focused neutral Graphic Interface,853.86,7,0.42,485.09851761257323
5569902355779,af92ef22-1d24-47e2-8191-d19dc45c3fbb,Maria Olson,2024-06-04,2024-06-12,Standard Class,Mcclainside,Michigan,61117,South,Furniture,Phones,Open-source value-added approach,282.08,9,0.03,243.30792568188772
5880395512402,90a014ab-4ca1-4abd-8565-0e0bd5c97d5d,James Ferguson,2022-06-18,2022-06-25,First Class,Lopezville,Wisconsin,40908,Central,Office Supplies,Phones,Triple-buffered foreground strategy,1233.75,2,0.43,674.4095938006928
7357438421505,16386137-69f3-4b2d-8580-dac20818c965,Susan Wallace,2021-11-11,2021-11-20,Second Class,Steinberg,Illinois,45080,West,Furniture,Bookcases,Polarized upward-trending moderator,936.09,6,0.5,422.7462709927971
1823076810408,24aefbea-53cc-4b95-8689-58364f73ab1c,Linda Miller,2023-09-29,2023-10-06,Second Class,North Abigailport,Alaska,76202,West,Technology,Phones,Virtual fault-tolerant productivity,1419.74,10,0.34,931.6766268014266
3448571422413,33579b27-5225-474a-b5b8-726ce462ff64,Marcus Palmer,2022-08-20,2022-08-28,Standard Class,Andreaview,Georgia,92822,West,Office Supplies,Phones,Horizontal object-oriented encryption,1955.08,2,0.01,1921.3185824472766
5870207016013,9cfecbd8-4fb6-4094-923c-f9112bd8ad4d,Christopher Carlson,2024-04-11,2024-04-20,Same Day,Jensenport,Michigan,26472,South,Furniture,Binders,Universal well-modulated secured line,427.49,10,0.07,369.59614589573533
7921717477332,f943375e-141b-4098-8892-77fecf2e45ef,Steven Scott,2023-04-21,2023-04-26,Second Class,Whitemouth,Massachusetts,59913,West,Technology,Bookcases,Pre-emptive 4thgeneration architecture,103.24,3,0.18,42.0232049884358
7245992816151,7a88f162-59f8-468e-9ce6-2a9f79af8348,Andrea Turner,2023-09-20,2023-09-26,First Class,Garzabury,South Carolina,32442,South,Technology,Binders,Reactive cohesive matrices,1186.15,7,0.03,1122.874649732293
9669583219714,354f184e-5739-4b03-90e9-4dce6241cba3,Julie Peters,2023-08-26,2023-08-29,First Class,West Stephanie,California,78916,Central,Furniture,Binders,Customer-focused systemic policy,1029.16,10,0.15,853.0192814009123
7013290227845,53d106cb-6100-4ffe-91e2-b878c576c26d,Kenneth Gonzalez,2024-08-27,2024-08-29,First Class,Kevinport,Nevada,94583,West,Furniture,Phones,Monitored background paradigm,268.54,8,0.18,188.9522695978563
6240580085149,82ab23a0-fc86-4110-9c8a-a87202141a68,Cynthia Park,2023-06-08,2023-06-16,Same Day,Jenniferfurt,Missouri,57542,West,Office Supplies,Binders,Quality-focused didactic protocol,474.23,2,0.29,291.03979004584795
8656242201020,302fa247-239a-446d-b991-2c512c649adf,Katelyn Kim,2022-05-02,2022-05-12,Standard Class,East Dawnchester,New Jersey,91647,Central,Technology,Phones,Robust interactive process improvement,326.81,10,0.46,159.55758752058716
8765326909735,6c936f69-8269-441a-b453-30442e07336d,Debra House,2024-03-17,2024-03-22,Second Class,Arthurton,Oregon,63843,East,Technology,Chairs,Triple-buffered holistic budgetary management,1932.63,9,0.15,1626.0361291488002
1284781891371,b0c46ddc-f634-41f8-bb45-bd9c948c7eb4,Mary Barnett,2024-08-31,2024-09-02,First Class,Chloemouth,Ohio,01914,Central,Technology,Chairs,Phased logistical migration,805.76,8,0.49,376.66411586379036
5654420949408,bbdb4536-92ef-43c1-b81f-9d3fe7f339dc,Laura Berry,2024-07-19,2024-07-29,First Class,Lisatown,Maine,64039,South,Technology,Binders,Configurable clear-thinking middleware,972.84,4,0.3,631.0568375657149
4294440192920,4721194b-c8a4-4e21-99f8-50e913ad3ead,Jacqueline Thompson,2024-09-26,2024-10-02,First Class,South Henry,North Dakota,04838,South,Technology,Tables,Mandatory attitude-oriented circuit,1019.22,3,0.24,760.9890015013467
7663723950415,277664d0-d25c-4d37-af16-d03b987593c3,John Alvarez,2023-10-13,2023-10-14,Same Day,South Frances,Missouri,62706,Central,Office Supplies,Phones,Fundamental client-server moderator,354.11,6,0.4,190.75617721803604
7658018569458,49ee4969-0309-44c0-af4a-bfccdeca8598,Robert Scott,2024-03-29,2024-04-07,First Class,Murraybury,Washington,88566,South,Furniture,Binders,Reverse-engineered zero administration core,1028.17,8,0.36,632.5569717906096
2580010618177,b0b6148c-ad7e-4ff7-9660-4762851b9860,Nicholas King,2021-11-25,2021-12-02,First Class,New Christopherborough,Rhode Island,84135,South,Furniture,Bookcases,Decentralized tertiary capability,1041.27,5,0.3,707.0134547586994
6921244717469,21419a14-9acc-400d-9b3f-b4a2161d6acf,Mary Carrillo,2022-11-07,2022-11-15,First Class,Port Charles,Wyoming,08678,South,Technology,Phones,Multi-tiered human-resource groupware,884.4,8,0.04,827.0759285794142
4271739627127,f4a29332-421b-4cca-8f60-00f3fef72410,Jessica Mendez,2022-03-18,2022-03-22,Standard Class,Baldwinville,Arizona,10058,South,Technology,Chairs,Compatible object-oriented superstructure,1033.65,3,0.44,564.7465881875155
7200642569085,04cdc4e8-7225-439d-86f9-03cf40271514,Patricia Mendoza,2023-06-23,2023-06-29,Second Class,New Jeremiahfurt,Vermont,63686,East,Office Supplies,Phones,Decentralized non-volatile monitoring,1432.21,6,0.29,979.58074737462
4601585174320,555c4e18-5be2-424f-bdd9-9681ef5eeca5,Tracy Guerrero,2023-01-11,2023-01-17,First Class,Mosleystad,New York,11624,South,Furniture,Bookcases,Self-enabling leadingedge support,46.34,2,0.41,5.040296525317178
0937618478702,316e8645-0923-45fe-a3d3-4d223080bed6,Anthony French,2021-12-09,2021-12-10,Same Day,Wilsonhaven,New Jersey,89378,East,Office Supplies,Bookcases,Public-key coherent support,667.19,1,0.38,374.1164248575177
0270790320200,1270c935-ecc0-4aa6-bba4-f2ba94500024,Samantha Davis,2024-05-10,2024-05-14,Same Day,Port Brittany,Connecticut,15466,East,Furniture,Chairs,Proactive radical website,146.86,4,0.24,95.6495021578333
3656519825305,cdf0aaba-1027-4bf7-b877-70f09d99d4c5,Gabriela Martinez,2022-05-11,2022-05-21,Second Class,Jacksonstad,Oklahoma,22128,Central,Technology,Phones,Organic dynamic paradigm,131.31,5,0.13,85.08146080070259
9620710021945,ca826730-1997-4e2e-a224-98130a6b3e3d,Robert Barton,2024-09-13,2024-09-21,Standard Class,East Douglas,Louisiana,69063,East,Technology,Chairs,Organized incremental encoding,1584.88,1,0.02,1532.703126171071
0927914560836,b11184e7-9c4c-47b3-acaf-3d2ff026a418,William Davila,2024-05-22,2024-05-29,Second Class,Michelleside,North Carolina,29241,West,Furniture,Phones,Persistent zero administration product,751.97,2,0.14,619.2158084086625
3127722005438,0d95ee72-46c3-4497-b546-9cb1a8c9aa31,Geoffrey Trujillo,2023-09-07,2023-09-08,First Class,North Joyside,Idaho,21216,East,Furniture,Bookcases,Assimilated mobile migration,1341.33,8,0.11,1169.1683425379092
7995635315311,3c3c9c08-e523-48a9-9223-d9061db67101,Jason Gonzalez,2022-09-11,2022-09-18,Second Class,South Brendaton,Nevada,19498,East,Office Supplies,Phones,Extended reciprocal knowledgebase,484.25,4,0.2,378.6335162870694
7354352090428,22eb69b1-5f9c-47e0-a328-143e2d9563ed,John Barnes,2023-03-21,2023-03-27,Same Day,West Cassandra,South Dakota,80655,Central,Technology,Tables,Down-sized object-oriented neural-net,1696.81,8,0.19,1326.3689873309936
8739774063356,6964eb16-1623-4e87-bacd-c514dae18b28,Daniel Pennington,2022-05-23,2022-05-31,Same Day,South Tinaton,New Mexico,96639,South,Office Supplies,Tables,Visionary motivating alliance,1927.27,9,0.39,1137.445003990128
1773180632543,7ab16533-64f2-4a7c-87f7-97fa6cfa855f,Zachary Smith,2024-08-08,2024-08-18,Same Day,Evanmouth,Oregon,98449,East,Technology,Binders,Reduced 4thgeneration knowledgebase,502.48,9,0.09,429.8473599820754
6257016580468,dfcb821b-237c-4b55-8596-fab776b90472,Melissa Salazar,2024-03-15,2024-03-16,First Class,Port Gail,South Carolina,44501,East,Technology,Bookcases,User-centric analyzing migration,897.42,8,0.02,870.7803763063544
0165790552815,5d2e7b90-acb6-4e81-a8f6-0796f200a32c,Patricia Taylor,2023-03-08,2023-03-13,Standard Class,New Daniel,New Mexico,97150,West,Furniture,Tables,Versatile optimal standardization,1673.2,3,0.21,1294.1263962979979
3554864015573,c2c96b28-beb9-4a4a-80cf-fa7335b50ec5,Mr. Bryan Mckinney,2024-08-22,2024-08-25,Second Class,Shannonstad,Utah,91363,Central,Office Supplies,Tables,Cloned content-based knowledgebase,1613.34,3,0.18,1275.0301065536376
2411241272381,e5dfc7af-6403-44bc-9486-0c2d1659ddcc,Alison Butler,2024-08-29,2024-09-03,Same Day,South Michael,New Hampshire,97194,Central,Office Supplies,Chairs,Stand-alone 3rdgeneration frame,545.57,9,0.19,393.9924828867898
3856955798878,df2ddf20-05a4-4113-901d-759e3066478c,Keith Villanueva,2023-01-23,2023-01-28,First Class,Port Jordan,New Mexico,49246,South,Technology,Chairs,Horizontal zero administration application,81.41,9,0.29,27.464199514303576
2928422223105,74b799ec-48cd-42c0-9a66-219e25f98046,Laura Alexander MD,2022-08-18,2022-08-20,Standard Class,Lake Loganstad,Georgia,49379,South,Technology,Binders,Organized needs-based complexity,1848.36,1,0.31,1244.235001956313
0672752088546,eba18fa8-1f19-485b-8d33-0569889cd33d,Dylan Raymond,2024-03-13,2024-03-19,Standard Class,Port Annette,New Hampshire,44893,Central,Technology,Chairs,Team-oriented bifurcated superstructure,686.22,7,0.27,473.2263154920077
8140693751505,23b13ebd-0a42-4e3f-a671-d5827a9e8394,Christie Fox,2022-12-09,2022-12-10,First Class,North Christopher,New Hampshire,89245,West,Technology,Binders,Synchronized background migration,189.61,5,0.34,80.47054470976332
9980562656505,51589375-7d8f-4350-b1c7-7a4464f8f226,Gregory Madden,2024-02-22,2024-02-23,Same Day,East Jessicamouth,West Virginia,54975,South,Office Supplies,Chairs,Organic executive complexity,935.57,3,0.27,644.4842818305199
6629912347856,e5d136e2-f869-4e93-ba5e-4066ce40924a,Tyler Avila,2022-02-18,2022-02-24,Same Day,South Danielleview,Nebraska,23424,South,Technology,Tables,Realigned maximized strategy,1788.5,2,0.14,1496.2123832095306
3264870494780,230da680-ea35-4f17-8157-a7619162f6db,Courtney Moody,2022-05-31,2022-06-03,Standard Class,Kevinfort,Delaware,86197,East,Furniture,Bookcases,Synchronized executive instruction set,1356.0,8,0.03,1277.5301999907283
3014719597963,b0167db8-e823-4943-bdec-46052deb57f9,Lori Alvarez,2024-09-16,2024-09-21,Standard Class,West Williamshire,Alaska,34519,Central,Furniture,Chairs,Diverse optimal approach,1960.68,7,0.36,1211.8063081647588
2520456504481,e0d96670-7606-4a34-91d6-9f1125693e13,Angela Lee,2024-06-05,2024-06-10,Second Class,Port Cody,Wisconsin,22407,Central,Office Supplies,Chairs,Quality-focused fresh-thinking functionalities,1789.23,6,0.46,921.4937965745319
4451895202844,ccc4c0a9-af5a-41cc-9851-95acd3aa9b27,John Peterson,2022-06-14,2022-06-16,First Class,East Ericbury,Illinois,73725,East,Technology,Binders,Seamless system-worthy moderator,715.41,5,0.32,475.1261104764106
1671120754525,8d15baef-b669-4d0a-8837-6bbcd89806fd,Stacy Harper,2023-03-19,2023-03-27,Second Class,Lake Kevin,West Virginia,16045,East,Furniture,Binders,Face-to-face clear-thinking solution,1679.67,4,0.4,980.8032355544186
2321611076030,4eb39f63-3a00-483e-b023-dbc32471a957,Ricky Palmer,2022-01-04,2022-01-08,Second Class,Wilsonview,Arizona,09184,East,Technology,Phones,Innovative static access,1723.82,10,0.1,1503.8240219650672
9393250124956,1fb0ef34-c849-4436-98b4-75b1c12a34f4,Scott Norman,2024-05-13,2024-05-18,First Class,New Ashley,Connecticut,76278,East,Furniture,Chairs,Virtual 24/7 moderator,1419.06,7,0.02,1376.9875164077807
4280138759278,f6d9fe17-3109-4211-b73f-6e64378d2f8d,Ashley Davenport,2023-05-16,2023-05-24,Standard Class,Lewisbury,Nebraska,15291,West,Office Supplies,Binders,Virtual foreground capability,369.44,7,0.27,245.12486069624856
7548015716477,22cb2720-850c-4dfd-9c3d-ae1977455560,Emily Cherry,2023-08-24,2023-08-27,Second Class,New Richard,Nevada,25245,East,Technology,Bookcases,Cloned methodical service-desk,1665.79,3,0.35,1045.6428552249984
7167811266919,ffac54fd-0345-4eda-ade6-6d5b5e10a3a0,Stephanie Jackson,2023-04-22,2023-04-28,Second Class,West James,Montana,16591,West,Office Supplies,Binders,Focused interactive success,751.19,4,0.36,450.33094236363837
9946579678428,b6a787b1-c3cb-4c28-874c-fa297fc5ae23,Ashley King,2023-11-15,2023-11-22,Standard Class,Lake Sherri,Alaska,13556,East,Furniture,Bookcases,User-centric actuating architecture,1698.43,3,0.16,1412.3031533836527
2695249911873,f8d9bf33-06d9-43c0-ad98-73017f85c4e7,Christina Bates,2023-11-04,2023-11-12,Second Class,Amyside,Ohio,02817,West,Furniture,Tables,Virtual 5thgeneration Internet solution,465.09,9,0.46,222.83313868478837
7567700284275,62359144-1e7f-42ad-aa39-73ffe14fea78,Erik Price,2022-03-22,2022-03-24,Same Day,Kellerside,Oregon,62081,East,Technology,Bookcases,Phased next generation complexity,782.47,5,0.2,606.0720025481927
7969545009028,436d977b-6431-4bbe-8e44-c9dc81b61c87,Hannah Harmon,2021-11-14,2021-11-20,First Class,Oscarchester,Minnesota,47341,West,Technology,Tables,Open-source grid-enabled approach,1583.44,5,0.29,1101.8500756349663
4911415208508,3c10316d-3f63-4065-be85-c8c4a9470663,Scott Bradley,2023-07-20,2023-07-26,First Class,Andrewfort,Pennsylvania,03415,South,Technology,Tables,Intuitive homogeneous orchestration,1685.7,9,0.02,1645.8703958905446
7135785294566,19048ca7-9291-4493-928a-34f363eac0a1,Mark Dickson,2022-01-29,2022-02-05,Same Day,West Joseph,Maryland,75673,East,Office Supplies,Binders,Open-architected directional process improvement,1300.0,1,0.04,1208.400331781365
9195419876351,b7bba2aa-178a-4c73-b53b-a020be2de8c8,Marisa Turner,2023-01-12,2023-01-17,Standard Class,Alvaradomouth,Illinois,54805,South,Furniture,Chairs,Open-architected eco-centric process improvement,906.72,2,0.12,752.5480844225787
8208297374893,c370f2e2-abeb-4f49-b406-ca3283ef3ce9,Susan Michael,2024-06-03,2024-06-04,Second Class,New Jamesmouth,Georgia,32007,South,Office Supplies,Bookcases,Distributed value-added software,691.9,8,0.34,413.34501437509454
6513644249369,6f75a3b2-d818-4112-8cde-dddbc3f9c78c,Chris Johnson,2023-01-29,2023-01-31,Standard Class,Washingtonchester,Nevada,85294,East,Technology,Binders,Automated dedicated complexity,1875.66,8,0.11,1619.4212994458157
4820700159411,42264ba4-0775-4778-a2ed-1e2545d07382,Jennifer Cox,2024-07-21,2024-07-31,Standard Class,South Sherryberg,Kansas,15172,South,Technology,Bookcases,Re-engineered user-facing middleware,1013.04,2,0.37,626.8375460061351
9847139155963,aa0a2259-859f-42bb-9ee2-6f39eed4db89,Natasha Walls,2022-09-07,2022-09-13,Second Class,North Gregory,Louisiana,58103,Central,Office Supplies,Chairs,Open-source eco-centric parallelism,1825.79,1,0.25,1333.4201335260382
1586734257549,5fecaa6e-8891-4cf5-bd88-23d20e512083,Walter Obrien,2024-07-28,2024-07-31,Standard Class,Lake Samanthabury,Kentucky,72948,West,Furniture,Chairs,Networked fault-tolerant productivity,372.51,10,0.14,301.9255879828216
1837606441345,e7354db2-5ce4-424b-b35b-9f78f55f2e80,Steve Moon,2024-06-10,2024-06-15,First Class,Natashachester,Arizona,36419,South,Office Supplies,Bookcases,Configurable zero-defect matrix,1652.33,1,0.46,859.6264828602714
5612481569850,ed2eebea-69b7-4533-bca8-3a8278997035,Alexander Williams,2024-06-26,2024-07-02,First Class,Lake Scott,Tennessee,18338,South,Technology,Chairs,Adaptive impactful customer loyalty,1634.94,7,0.43,900.6014816865189
1123829657725,93683dd6-5050-427e-8e38-5d03a0d80651,Michael Serrano,2022-12-15,2022-12-17,Second Class,North Robert,Idaho,52077,West,Technology,Binders,Multi-tiered object-oriented definition,456.67,10,0.21,349.3755056432439
8931734206968,ec511744-05e1-4e2f-b2b7-4922054edd71,Brittany Rubio,2022-06-25,2022-06-27,First Class,North Jenniferchester,Wyoming,59969,Central,Technology,Phones,Synergistic modular capability,1584.4,2,0.45,862.458464958467
4476263934363,30c7809b-3401-45bd-b6ac-1c8e3977c7b4,Ricky Johnson,2022-11-14,2022-11-20,Standard Class,New Shannon,Kansas,48950,South,Technology,Bookcases,Reduced systemic project,530.43,8,0.08,441.54722542082106
2563669411801,7808a004-02a4-48e1-95f2-f85a754a3e48,Timothy Ruiz,2023-04-07,2023-04-09,Same Day,North Jonfurt,Maryland,52234,East,Office Supplies,Phones,Synchronized holistic capacity,919.04,9,0.43,490.5886523045176
9242875721586,0a872ac2-8f3f-4995-a468-eb64f7d2a2ee,David Edwards,2022-04-20,2022-04-21,First Class,Savageview,West Virginia,47764,South,Furniture,Binders,Optional executive firmware,588.07,6,0.2,433.2287255572578
4856257287031,ed3d5159-c2f5-4a5f-945f-f4db9ce91544,David Johnson,2022-11-12,2022-11-20,First Class,Lake Tanner,Delaware,65369,West,Technology,Tables,Balanced leadingedge help-desk,618.5,10,0.43,303.47178417218396
7712151342283,7c360908-8f94-4977-b582-ef0cfd2336f4,Kristine Alvarado,2022-08-29,2022-09-07,Second Class,New Katieburgh,Nebraska,10571,Central,Office Supplies,Phones,Fully-configurable zero administration methodology,1917.06,8,0.11,1670.1079579327518
0416591520177,5422ea97-e32a-4787-9824-6315ad49e072,Mary Gibson,2022-11-26,2022-12-05,First Class,West Taramouth,Massachusetts,96386,West,Technology,Binders,Upgradable non-volatile capacity,332.99,10,0.27,232.1683869588603
4501896164235,cd32e712-0c76-4092-9cff-d7b6361c2373,Sharon Davis,2022-08-23,2022-09-01,Standard Class,South Kimberly,Maine,85326,Central,Office Supplies,Binders,Versatile solution-oriented collaboration,231.71,1,0.15,189.86558136386705
6492515837761,cd14eacb-7da8-4631-8c6d-8ddd1edfc59e,Justin Henderson,2023-07-22,2023-07-25,First Class,Christinachester,South Dakota,56339,West,Furniture,Binders,Cross-group 6thgeneration migration,1341.42,6,0.46,683.7539987810724
3278814761746,ad2b2c82-76a9-40f1-b928-5706577c9717,Carl Leach,2022-10-25,2022-11-03,Standard Class,Phillipston,Oklahoma,10532,West,Technology,Chairs,Balanced multimedia benchmark,455.55,8,0.28,319.5591236011503
7945491801725,18302082-69bb-43c4-acc7-21f082ba0fed,Sarah Williams,2023-07-12,2023-07-18,Same Day,Leemouth,Wisconsin,88353,East,Office Supplies,Tables,Organized regional workforce,54.36,2,0.32,17.562656729670202
2321941680068,eb096202-f77a-4fe1-9761-b09943dbea42,Christopher Woods,2024-09-12,2024-09-15,Second Class,Meltonfort,Maryland,81568,South,Office Supplies,Tables,Seamless high-level solution,660.12,8,0.13,560.8622659706454
6412203103039,acd380ef-b0b7-40ab-b690-72cfac7e5cc6,Mr. David Wilkinson,2024-01-18,2024-01-19,Second Class,North Kevin,New Jersey,19921,East,Office Supplies,Chairs,Phased interactive adapter,1157.54,4,0.49,577.2179010481957
7770793349602,270524cb-e704-4115-aa85-e3b11dd03ecd,Brian Abbott,2023-08-05,2023-08-08,Same Day,Allisonshire,Rhode Island,96324,South,Office Supplies,Bookcases,Reactive explicit alliance,1566.94,10,0.1,1361.537260224115
9973080695811,836b47c3-7c71-4cc8-a651-73fa7ccc9258,Matthew Small,2022-04-03,2022-04-11,First Class,Deanstad,New Hampshire,91925,South,Office Supplies,Binders,Optional 3rdgeneration complexity,801.19,7,0.28,526.9819203868327
5738395972460,78202426-3134-4ab8-b9e8-d78149bb1313,Sandra Nunez,2023-04-16,2023-04-17,Same Day,Marshburgh,South Carolina,27660,Central,Furniture,Bookcases,Horizontal system-worthy synergy,29.59,1,0.04,-11.062238509526164
2329716743383,210c78d9-7b9e-49eb-aac4-363f1610ac0a,Albert Ibarra,2023-04-11,2023-04-12,Standard Class,East Maria,North Carolina,04691,West,Furniture,Bookcases,Cloned global Internet solution,732.21,5,0.11,639.0652470178039
8374550842895,1ee56930-3a08-4f6a-9e18-9a981d2d1771,Michelle House,2023-08-15,2023-08-21,Second Class,Estesville,Connecticut,80529,Central,Office Supplies,Chairs,Seamless zero tolerance benchmark,1123.22,1,0.27,779.570231659526
1213524787121,81dec9db-0abe-4257-8ffe-38c9d2d81eb3,Felicia Taylor,2022-08-13,2022-08-17,Standard Class,Montestown,Kansas,62585,South,Office Supplies,Bookcases,Mandatory executive middleware,276.56,10,0.48,106.8527648148871
6532863266674,5f57fd27-4419-49b6-95d1-e2f82bd7d038,Kelli Fleming,2021-11-19,2021-11-22,Standard Class,Thomastown,Virginia,68310,East,Office Supplies,Phones,Cloned attitude-oriented Graphical User Interface,1172.85,3,0.15,954.6658861914884
